,caption,video_id,video,frame,results_st,results_lt
273,a man in a suit and tie standing in front of a crowd,202000824011_8788,202000824011,8788,0.8297051855888357,0.7797923832169138
274,a man is jumping on a trampoline and then falls,202000824011_8923,202000824011,8923,0.830108871483237,0.7799535146835771
275,a man is dancing in a room full of people,202000824011_9071,202000824011,9071,0.8298091626533947,0.7798750131797477
276,a man in a suit and tie holding a book,202000824011_9152,202000824011,9152,0.8297778230446022,0.7798458441123871
277,a sign for a <unk> <unk> <unk> <unk>,202000824011_9212,202000824011,9212,0.8304781456973656,0.7804473922710499
278,a basketball player is <unk> a goal in a game,202000824011_9462,202000824011,9462,0.8294524234749596,0.7790585083255888
279,a tennis player is jumping in the air as a crowd watches,202000824011_9731,202000824011,9731,0.829662600971797,0.7794272653276619
280,a man is dancing in front of a poster,202000824011_9799,202000824011,9799,0.8298344724191886,0.7799843336372881
281,a woman is dancing and singing on stage,202000824011_9857,202000824011,9857,0.8296249840059631,0.7799257244266847
282,a man is smiling and laughing at something,202000824011_9936,202000824011,9936,0.8299330376842695,0.7799994410522623
283,a man is dancing and singing on stage,202000824011_9993,202000824011,9993,0.8295979608989709,0.7798719728721404
284,a man riding a skateboard up the side of a ramp,202000824011_10488,202000824011,10488,0.8300116155573378,0.7800299516232385
285,two men in suits standing in front of a tv,202000824011_11019,202000824011,11019,0.8297663321020707,0.7796706530910137
286,a man is playing tennis on a court,202000824011_11338,202000824011,11338,0.8293631872359529,0.7793531162988304
287,a man is holding a microphone and a woman is holding a tennis racquet,202000824011_11782,202000824011,11782,0.8298724139245438,0.7799413954500083
288,a snowboarder is jumping in the air on a mountain,202000824011_12226,202000824011,12226,0.8301226393680687,0.7800499066747197
289,a man with a black hat is smiling and talking,202000824011_12589,202000824011,12589,0.8297336804244717,0.7800340292440046
290,a person on a snowboard in the air,202000824011_12921,202000824011,12921,0.8300620784773919,0.7799642767541349
291,a man is skiing down a hill,202000824011_13180,202000824011,13180,0.8297389524023578,0.779851955732393
292,a snowboarder is doing a jump on a mountain,202000824011_13270,202000824011,13270,0.8301406580510613,0.780043162190368
293,a person riding skis on a snowy surface,202000824011_13403,202000824011,13403,0.8300480587774712,0.7801421430047826
294,a man is smiling and waving his hands,202000824011_13586,202000824011,13586,0.8298737236853959,0.780065514292743
295,a person riding skis down a snow covered slope,202000824011_13784,202000824011,13784,0.8300748777061935,0.7801102227295155
296,a snowboarder is doing a trick in the air,202000824011_13942,202000824011,13942,0.8301127607716037,0.7799063883558041
297,a snowboarder is jumping over a snowy hill,202000824011_14037,202000824011,14037,0.8301106465245816,0.7801486524549851
298,a man is sitting in a room with a laptop,202000824011_14173,202000824011,14173,0.8301231757009141,0.7800811705344787
299,a man riding a skateboard up the side of a ramp,202000824011_14332,202000824011,14332,0.8300116155573378,0.7800299516232385
300,a man flying through the air while riding a snowboard,202000824011_14475,202000824011,14475,0.8299437999720998,0.7799859079506666
301,a person riding skis on a snowy surface,202000824011_14609,202000824011,14609,0.8300480587774712,0.7801421430047826
302,a man holding a cell phone in front of a laptop computer,202000824011_14835,202000824011,14835,0.830172831089217,0.7798840356706515
303,a tv screen showing a news <unk>,202000824011_15196,202000824011,15196,0.8301992469800713,0.7796936914977317
304,a man is dancing and singing in a room,202000824065_5,202000824065,5,0.8297842097136309,0.780053863657231
305,a pair of skis in the air with a pair of scissors,202000824065_129,202000824065,129,0.8300873491096933,0.7800247815182979
306,a man standing in front of a window holding a surfboard,202000824065_356,202000824065,356,0.8301237974266747,0.7800682526179045
307,a woman is dancing and singing on stage,202000824065_518,202000824065,518,0.8296249840059631,0.7799257244266847
308,a woman is holding up a book and a man is holding a microphone,202000824065_590,202000824065,590,0.829895418126185,0.7799763736598566
309,a man is dancing and singing on stage,202000824065_761,202000824065,761,0.8295979608989709,0.7798719728721404
310,a man is running on a field and <unk> a goal,202000824065_946,202000824065,946,0.829811225815054,0.7796023173695003
311,a tennis player is swinging a racket at a ball,202000824065_1017,202000824065,1017,0.829714073648652,0.7795095151923918
312,a man is dancing on stage with a microphone,202000824065_1060,202000824065,1060,0.8297594789467468,0.7799006268897257
313,a man in a suit and tie holding a microphone,202000824065_1449,202000824065,1449,0.8298700758087395,0.7799525777985187
314,a man in a white uniform is playing a game of tennis,202000824065_1876,202000824065,1876,0.8293960678993008,0.7794541119931041
315,a group of men playing soccer on a soccer field,202000824065_1942,202000824065,1942,0.8291225657363235,0.7790647133702663
316,a man is playing a game of tennis,202000824065_2011,202000824065,2011,0.8292956810637545,0.7791473928410811
317,a man is playing tennis on a court,202000824065_2078,202000824065,2078,0.8293631872359529,0.7793531162988304
318,a man is smiling and laughing at something,202000824065_2192,202000824065,2192,0.8299330376842695,0.7799994410522623
319,a hockey player is <unk> a goal in a game,202000824065_2377,202000824065,2377,0.8294566587910953,0.7790663467237853
320,a hockey player is <unk> a goal in a game,202000824065_2529,202000824065,2529,0.8294566587910953,0.7790663467237853
321,a hockey player is <unk> a goal in a game,202000824065_2627,202000824065,2627,0.8294566587910953,0.7790663467237853
322,a hockey player is <unk> a goal,202000824065_2679,202000824065,2679,0.8295010349101414,0.7791856109796299
323,a group of people playing a game of tennis,202000824065_2873,202000824065,2873,0.8293728578112699,0.7791775008166092
324,a group of people watching a man on a skateboard,202000824065_3116,202000824065,3116,0.8297934308380744,0.7797956125188336
325,a team of men are celebrating and one of them is holding a microphone,202000824065_3202,202000824065,3202,0.8296418173045718,0.7796036446991078
326,a man is riding a motorcycle and then falls,202000824065_3272,202000824065,3272,0.8298790173532247,0.7799570926885244
327,a white wall with a white wall clock and a white wall mounted clock,202000824065_3504,202000824065,3504,0.8300754089397409,0.7799795027157362
328,a man is standing in front of a tv,202000824065_3781,202000824065,3781,0.8298574170092173,0.7796858664729703
329,a man is riding a motorcycle on a track,202000824065_3979,202000824065,3979,0.8297865378904,0.7799117655879245
330,a man is riding a snowboard down a street,202000824065_4167,202000824065,4167,0.8298228875059439,0.7800055883969209
331,a car is driving down a snowy road,202000824065_4273,202000824065,4273,0.8301237831116417,0.7801290742256083
332,a man wearing a black shirt and a black tie is talking on a cell phone,202000824065_4456,202000824065,4456,0.8297891997675015,0.7800416023764165
333,a car is driving down a road with smoke coming from the back,202000824065_4710,202000824065,4710,0.8300985398610805,0.7798892109587011
334,a tv screen showing a picture of a man on a tv screen,202000824065_5160,202000824065,5160,0.8300667380708998,0.7796078725158003
335,a man in a suit and tie holding a remote,202000824117_5,202000824117,5,0.829870401405903,0.7799248963691479
336,a man is dancing and singing in a room,202000824117_28,202000824117,28,0.8297842097136309,0.780053863657231
337,a snowboarder is jumping in the air with a blue sky in the background,202000824117_164,202000824117,164,0.8300736416310949,0.78001048962634
338,a man is holding a tennis racket and a microphone,202000824117_504,202000824117,504,0.8298966054555443,0.7798784755233419
339,a group of people riding skis down a snow covered slope,202000824117_776,202000824117,776,0.8299624725822378,0.779985744748608
340,a man in a suit and tie standing in front of a sign,202000824117_1010,202000824117,1010,0.8297707616043305,0.7797518161449594
341,a person is walking in the snow with a snow board,202000824117_1265,202000824117,1265,0.8299827959353108,0.77997436269607
342,a sign with a <unk> on it and a message,202000824117_1365,202000824117,1365,0.8301546812820584,0.779934464701996
343,a sign that is sitting in the snow,202000824117_1434,202000824117,1434,0.829996530981704,0.7798590332386943
344,a bench sitting in front of a building with a sign on it,202000824117_1527,202000824117,1527,0.8299471825316451,0.7797530809053106
345,a group of people standing around a snow covered ski slope,202000824117_1647,202000824117,1647,0.8299588262730089,0.7799202754980654
346,a man is sitting in front of a tv,202000824117_1797,202000824117,1797,0.8299022852584571,0.7797709657155772
347,a group of people are playing football on a field,202000824117_2008,202000824117,2008,0.8293231049034789,0.7791422152140259
348,a group of people standing on top of a snow covered slope,202000824117_2184,202000824117,2184,0.8299422638368542,0.7798512719305642
349,a group of people riding skis down a snow covered slope,202000824117_2341,202000824117,2341,0.8299624725822378,0.779985744748608
350,a skier is jumping in the air while people watch,202000824117_2527,202000824117,2527,0.8299951371268831,0.779761340640061
351,a group of people riding skis on top of a snow covered slope,202000824117_2850,202000824117,2850,0.8299235008271434,0.7799031253677424
352,a man riding skis down a snow covered slope,202000824117_3192,202000824117,3192,0.8300092905416027,0.7801003800802744
353,a man is jumping in the air on a skateboard,202000824117_3440,202000824117,3440,0.8300379695366114,0.7799839330359088
354,a skier is jumping a ramp in the air,202000824117_3627,202000824117,3627,0.8301931766370517,0.7799456475036601
355,a man is jumping in the air with a skateboard,202000824117_3733,202000824117,3733,0.8300379695366114,0.7799839330359088
356,a group of people riding skis on top of a snow covered slope,202000824117_3854,202000824117,3854,0.8299235008271434,0.7799031253677424
357,a man in a suit and tie holding a baseball bat,202000824117_3937,202000824117,3937,0.8296527776963669,0.7797097837629695
358,a group of people riding skis down a snow covered slope,202000824117_3990,202000824117,3990,0.8299624725822378,0.779985744748608
359,a large blue and white bus driving down a snow covered mountain,202000824117_4058,202000824117,4058,0.8300229143753886,0.7801370529003759
360,a group of people riding skis on top of a snow covered slope,202000824117_4187,202000824117,4187,0.8299235008271434,0.7799031253677424
361,a man in a suit and tie standing in front of a microphone,202000824117_4355,202000824117,4355,0.829864709833741,0.7798939353430048
362,a man is smiling and laughing while holding a microphone,202000824117_4467,202000824117,4467,0.8300253771477227,0.7800897885247599
363,a man is standing in front of a poster,202000824117_4544,202000824117,4544,0.8298788106428981,0.7799001881784775
364,a man is holding a baseball bat in his hand,202000824117_4640,202000824117,4640,0.8297259745198621,0.7796941174327198
365,a hockey player is <unk> a goal in a game,202000824117_4700,202000824117,4700,0.8294566587910953,0.7790663467237853
366,a group of people standing on skis in a snow covered field,202000824117_4759,202000824117,4759,0.8298152024192895,0.7797604085618156
367,a group of people riding skis down a snow covered slope,202000824117_4915,202000824117,4915,0.8299624725822378,0.779985744748608
368,a man is standing in front of a tv,202000824117_5183,202000824117,5183,0.8298574170092173,0.7796858664729703
369,a man holding a tennis racquet in front of a crowd,202000824117_5393,202000824117,5393,0.8297605544362229,0.7797867883275424
370,a man on a motorcycle in the air,202000824117_5676,202000824117,5676,0.8298621461256646,0.7799689736658371
371,a man is wearing a helmet and holding a baseball bat,202000824117_5950,202000824117,5950,0.8296924690274422,0.779848728666488
372,a man in a suit and tie standing in front of a microphone,202000824117_6183,202000824117,6183,0.829864709833741,0.7798939353430048
373,a hockey player is <unk> a goal in a game,202000824117_6446,202000824117,6446,0.8294566587910953,0.7790663467237853
374,a hockey player is <unk> a goal,202000824117_6598,202000824117,6598,0.8295010349101414,0.7791856109796299
375,a man is running and then <unk> his arms,202000824117_6758,202000824117,6758,0.8301219989231271,0.7799910669897819
376,a group of men riding motorcycles in a parking lot,202000824117_6886,202000824117,6886,0.8297284050839118,0.7798408708552718
377,a man is holding a tennis racket and a ball,202000824117_6962,202000824117,6962,0.8297782165964346,0.7797070802769601
378,a hockey player is talking to a hockey player,202000824117_7030,202000824117,7030,0.8291450965695595,0.7788213620460149
379,a group of people watching a skier do a trick,202000824117_7124,202000824117,7124,0.8298009420168101,0.7796370324225568
380,a group of people riding skis down a snow covered slope,202000824117_7241,202000824117,7241,0.8299624725822378,0.779985744748608
381,a man is holding a tennis racket and playing a game,202000824117_7356,202000824117,7356,0.8295989280300853,0.7794524877801587
382,a man is dancing on a stage,202000824117_7856,202000824117,7856,0.8295439081618949,0.7797746550586533
383,a hockey player is <unk> a goal in a hockey game,202000824117_8358,202000824117,8358,0.8293716782350534,0.7789934039231448
384,a man is riding a snow board down a snowy slope,202000824117_8507,202000824117,8507,0.830004666994367,0.7800819393613376
385,a man is riding a skateboard and doing a jump,202000824117_8649,202000824117,8649,0.8299780190538097,0.7799799919574265
386,a group of people playing a game of tennis,202000824117_8753,202000824117,8753,0.8293728578112699,0.7791775008166092
387,a hockey player is <unk> a goal,202000824117_8966,202000824117,8966,0.8295010349101414,0.7791856109796299
388,a man riding a skateboard up the side of a ramp,202000824117_9207,202000824117,9207,0.8300116155573378,0.7800299516232385
389,a white clock with a picture of a man on it,202000824117_9708,202000824117,9708,0.8298719776809085,0.7799148732833088
390,a group of people on skis in the snow,202000824117_10203,202000824117,10203,0.8297744239886987,0.779808811131998
391,a group of people riding skis on a snowy surface,202000824117_10354,202000824117,10354,0.8299213893069267,0.7799915986628916
392,a hockey player is <unk> a goal in a hockey game,202000824117_10886,202000824117,10886,0.8293716782350534,0.7789934039231448
393,a man in a suit and tie standing in front of a microphone,202000824117_11512,202000824117,11512,0.829864709833741,0.7798939353430048
394,a man holding a tennis racquet on a tennis court,202000824117_11780,202000824117,11780,0.8296443335245315,0.7796287100975084
395,a man is jumping on a stage and <unk> a goal,202000824117_11976,202000824117,11976,0.8298482918367878,0.7797390797729107
396,a man is dancing and singing on stage,202000824117_12091,202000824117,12091,0.8295979608989709,0.7798719728721404
397,a man is jumping in the air with a tennis racquet,202000824117_12231,202000824117,12231,0.8298974866520955,0.7798163691517582
398,a man is playing a guitar and singing,202000824117_12426,202000824117,12426,0.8296276012219573,0.7798229740583154
399,a man in a suit is holding a baseball bat,202000824117_12600,202000824117,12600,0.8296519839443159,0.7797456567678915
400,a tennis player is jumping to hit the ball,202000824117_12742,202000824117,12742,0.8296203750377426,0.7793126151876713
401,a tennis player is hitting a tennis ball,202000824117_12843,202000824117,12843,0.8294235278437239,0.7791368017911354
402,a basketball player is jumping in the air as a crowd watches,202000824117_12991,202000824117,12991,0.8296200579330316,0.7793465537901135
403,a young boy holding a tennis racquet on a tennis court,202000824117_13156,202000824117,13156,0.8296473200124992,0.7796402316515151
404,a man is smiling and laughing while another man is sitting behind him,202000824117_13516,202000824117,13516,0.8298477523439413,0.7799084017388758
405,a man in a suit and tie standing in front of a microphone,202000824117_14056,202000824117,14056,0.829864709833741,0.7798939353430048
406,two men are sitting on a boat and one is smoking,202000824117_14309,202000824117,14309,0.8298306126885996,0.7798477934659088
407,a man in a hat is standing in the water,202000824117_14323,202000824117,14323,0.8299059008449967,0.7800415016224618
408,a man is standing next to a woman holding a surfboard,202000824117_14346,202000824117,14346,0.8299192024065333,0.7799670154694456
409,a shirtless man is swimming in the water,202000824117_14374,202000824117,14374,0.8299574603081561,0.7801747375636043
410,a man is smiling and talking to someone,202000824117_14405,202000824117,14405,0.8298695081056618,0.7799229613389097
411,a man is standing in the woods with a <unk>,202000824117_14433,202000824117,14433,0.8301049048334159,0.7802321505728488
412,a shirtless man is sitting on a boat,202000824117_14506,202000824117,14506,0.8299782859670796,0.7802233539996016
413,a man is riding a skateboard and jumps over a flight of stairs,202000824117_14582,202000824117,14582,0.8300826042361924,0.7800369212430794
414,a man is in the water with a woman and a man is holding a surfboard,202000824117_14640,202000824117,14640,0.8299667232004728,0.7801740464639144
415,a shirtless man is standing in the water,202000824117_14703,202000824117,14703,0.8299892470828673,0.7801601671512793
416,a man is holding a knife and cutting a piece of food,202000824117_14738,202000824117,14738,0.8302366430011315,0.7801798994354611
417,a person holding a surf board near a body of water,202000824117_14773,202000824117,14773,0.8301120883689825,0.7800539778802197
418,a person is skiing down a snowy hill,202000824117_14809,202000824117,14809,0.829956847410988,0.7800462094075195
419,a man is dancing and singing in a room,202000824170_32,202000824170,32,0.8297842097136309,0.780053863657231
420,a pair of skis in the air with a pair of scissors,202000824170_183,202000824170,183,0.8300873491096933,0.7800247815182979
421,a man riding a skateboard up the side of a ramp,202000824170_499,202000824170,499,0.8300116155573378,0.7800299516232385
422,a train traveling down tracks next to a forest,202000824170_716,202000824170,716,0.829940295851748,0.7797799355232539
423,a person riding skis on a snowy surface,202000824170_791,202000824170,791,0.8300480587774712,0.7801421430047826
424,a person riding skis down a snow covered slope,202000824170_889,202000824170,889,0.8300748777061935,0.7801102227295155
425,a group of people on skis in the snow,202000824170_964,202000824170,964,0.8297744239886987,0.779808811131998
426,a group of people riding skis on top of a snow covered slope,202000824170_1063,202000824170,1063,0.8299235008271434,0.7799031253677424
427,a group of people riding skis down a snow covered slope,202000824170_1220,202000824170,1220,0.8299624725822378,0.779985744748608
428,a group of people riding skis down a snow covered slope,202000824170_1422,202000824170,1422,0.8299624725822378,0.779985744748608
429,a group of people riding skis on top of a snow covered slope,202000824170_1774,202000824170,1774,0.8299235008271434,0.7799031253677424
430,a race car is skidding off the track and into the grass,202000824170_2066,202000824170,2066,0.830143902105318,0.7799175764016579
431,a group of people riding skis on top of snow,202000824170_2223,202000824170,2223,0.8297628626544176,0.7797690683346318
432,a group of people riding skis down a snow covered slope,202000824170_2740,202000824170,2740,0.8299624725822378,0.779985744748608
433,a man is holding a microphone and a guitar,202000824170_3196,202000824170,3196,0.8299726032514287,0.78007247687052
434,a red and white sign and some signs on a street,202000824170_3263,202000824170,3263,0.829751430880981,0.7797993907923692
435,a group of people riding skis on top of a snow covered slope,202000824170_3323,202000824170,3323,0.8299235008271434,0.7799031253677424
436,a man is jumping and dancing in a circle,202000824170_3519,202000824170,3519,0.8298115810711293,0.7799687891941718
437,a person riding skis on a snowy surface,202000824170_3732,202000824170,3732,0.8300480587774712,0.7801421430047826
438,a man in a yellow shirt and a black hat is holding a snowboard,202000824170_3819,202000824170,3819,0.8298199824404344,0.7801757412545292
439,a group of people riding skis on top of a snow covered slope,202000824170_4080,202000824170,4080,0.8299235008271434,0.7799031253677424
440,a book shelf with a bunch of books on it,202000824170_4404,202000824170,4404,0.8301450198417432,0.7799620218718349
441,a group of people on skis at a train station,202000824170_4599,202000824170,4599,0.8298516874524652,0.7798282932817404
442,a man in a suit and tie sitting in front of a microphone,202000824170_4793,202000824170,4793,0.8298946220083966,0.7799506681806753
443,a hockey player is <unk> a goal in a game,202000824170_4965,202000824170,4965,0.8294566587910953,0.7790663467237853
444,a hockey player is <unk> a goal in a game,202000824170_5124,202000824170,5124,0.8294566587910953,0.7790663467237853
445,a baseball player is getting ready to hit a ball,202000824170_5310,202000824170,5310,0.8295978927655463,0.7792526702398264
446,a man is standing in front of a tv,202000824170_5481,202000824170,5481,0.8298574170092173,0.7796858664729703
447,a man in a suit and tie standing in front of a microphone,202000824170_5689,202000824170,5689,0.829864709833741,0.7798939353430048
448,a tv screen showing a picture of a man holding a cell phone,202000824170_6007,202000824170,6007,0.8301015511797816,0.7797557818556994
449,a person is playing a keyboard and singing,202000824275_3,202000824275,3,0.8298515078894266,0.7798346931656807
450,a man is dancing and singing in a room,202000824275_45,202000824275,45,0.8297842097136309,0.780053863657231
451,a kite flying in the sky with trees in the background,202000824275_284,202000824275,284,0.8302077392380114,0.7802022951916946
452,a man is riding a skateboard on a ramp,202000824275_810,202000824275,810,0.8300624754485849,0.7801466562813647
453,a basketball player is <unk> a goal in a game,202000824275_1265,202000824275,1265,0.8294524234749596,0.7790585083255888
454,a group of people standing around a tv,202000824275_1610,202000824275,1610,0.8298127845475369,0.7796123690631162
455,a group of people riding skis down a snow covered slope,202000824275_1845,202000824275,1845,0.8299624725822378,0.779985744748608
456,a skier skiing down a steep slope in the snow,202000824275_2135,202000824275,2135,0.8301654117627222,0.7799991528465146
457,a man is doing a trick on a skateboard,202000824275_2434,202000824275,2434,0.8299459493335072,0.7799641637027163
458,a man holding a snowboard in his right hand,202000824275_2534,202000824275,2534,0.829939736211631,0.7798645588951104
459,a group of people riding skis down a snow covered slope,202000824275_2683,202000824275,2683,0.8299624725822378,0.779985744748608
460,a man is holding a snowboard and a sign,202000824275_2827,202000824275,2827,0.8298573804651342,0.7798318431332357
461,a group of people riding skis down a snow covered slope,202000824275_2983,202000824275,2983,0.8299624725822378,0.779985744748608
462,a skier is skiing down a snowy hill,202000824275_3154,202000824275,3154,0.8299515579449522,0.780003919015986
463,a man holding a snowboard in front of a sign,202000824275_3316,202000824275,3316,0.8298815675212837,0.7798185125847904
464,a group of people on skis in the snow,202000824275_3469,202000824275,3469,0.8297744239886987,0.779808811131998
465,a man is looking at something and then looks away,202000824275_3632,202000824275,3632,0.829855539453302,0.7797040001132404
466,a sign that says <unk> <unk> <unk> <unk>,202000824275_3894,202000824275,3894,0.830377884252024,0.78031440373541
467,a man is looking at something and then looks away,202000824275_4109,202000824275,4109,0.829855539453302,0.7797040001132404
468,a skier is jumping a ramp in the air,202000824275_4415,202000824275,4415,0.8301931766370517,0.7799456475036601
469,a man in a black jacket and a black hat is holding a snowboard,202000824275_4713,202000824275,4713,0.8297739866266232,0.7801826387075504
470,a group of people riding skis on a snowy surface,202000824275_4836,202000824275,4836,0.8299213893069267,0.7799915986628916
471,a man with a baseball bat in his hand,202000824275_4950,202000824275,4950,0.8296645896869216,0.7796438475554768
472,a group of people riding skis on top of a snow covered slope,202000824275_5026,202000824275,5026,0.8299235008271434,0.7799031253677424
473,a man in a yellow jacket holding a snowboard,202000824275_5119,202000824275,5119,0.829954831213071,0.7802296496038147
474,a group of people riding skis down a snow covered slope,202000824275_5257,202000824275,5257,0.8299624725822378,0.779985744748608
475,a group of people on skis in the snow,202000824275_5436,202000824275,5436,0.8297744239886987,0.779808811131998
476,a tennis player is playing tennis on a court,202000824275_5721,202000824275,5721,0.8292176302692075,0.7790219670693544
477,a man is dancing in a parking lot,202000824275_5969,202000824275,5969,0.8297908310891866,0.7799331813332208
478,a car is driving on a road at night,202000824275_6059,202000824275,6059,0.8300239544125496,0.7799188105661137
479,a man wearing a hat and sunglasses is holding a gun,202000824275_6234,202000824275,6234,0.8299772999430106,0.7801672090053233
480,a car is driving down a road at night,202000824275_6409,202000824275,6409,0.8300239544125496,0.7799188105661137
481,a man wearing glasses is talking on a cell phone,202000824275_6545,202000824275,6545,0.8300874587691899,0.7800719891452209
482,a person is riding a snowboard down a snowy mountain,202000824275_6746,202000824275,6746,0.8300140542706055,0.7801908682307596
483,a man is walking down a street and then stops,202000824275_6944,202000824275,6944,0.8298366748624117,0.7799541307970992
484,a man is looking at a woman and then she looks away,202000824275_7082,202000824275,7082,0.8297775908569908,0.7797854316669823
485,a bed with a tv mounted on the wall,202000824275_7209,202000824275,7209,0.830434464609128,0.7800324967310321
486,a man in a suit and tie is holding a microphone,202000824275_7419,202000824275,7419,0.8298700758087395,0.7799525777985187
487,a man riding skis down a snow covered slope,202000824275_7630,202000824275,7630,0.8300092905416027,0.7801003800802744
488,a man is holding a cat in his arms,202000824275_8064,202000824275,8064,0.8300800018341169,0.7800363800429722
489,a man is wearing a mask and smiling,202000824275_8523,202000824275,8523,0.82981796020677,0.7801762666305715
490,a group of people riding skis down a snow covered slope,202000824275_8677,202000824275,8677,0.8299624725822378,0.779985744748608
491,a man is jumping over a wall with his skateboard,202000824275_8741,202000824275,8741,0.8300793845330827,0.7799957960244871
492,a group of people standing next to each other holding luggage,202000824275_8799,202000824275,8799,0.8299187216687656,0.7797832487887125
493,a snowboarder doing a trick on a rail,202000824275_8875,202000824275,8875,0.8301878147527976,0.7799586486174971
494,a view of a snowy mountain from a plane,202000824275_9284,202000824275,9284,0.8301342941244308,0.7801172037377652
495,a man is jumping and spinning on a stage,202000824275_9710,202000824275,9710,0.8299330701688039,0.7798299903544806
496,a person on skis jumping in the air,202000824275_9831,202000824275,9831,0.829999024060006,0.7799017386573148
497,a man wearing a yellow jacket is walking down a street,202000824275_9908,202000824275,9908,0.8298236851468912,0.7802693926399537
498,a person riding a skateboard down a ramp,202000824275_9994,202000824275,9994,0.8301608562024747,0.780161420266748
499,a person riding skis on a snowy surface,202000824275_10211,202000824275,10211,0.8300480587774712,0.7801421430047826
500,a man in a red jacket is on a snowboard,202000824275_10380,202000824275,10380,0.8298815408279511,0.780217823174759
501,a man is driving a car and then he <unk>,202000824275_10730,202000824275,10730,0.8301233846906436,0.7801788785018153
502,a man riding skis down a snow covered slope,202000824275_11097,202000824275,11097,0.8300092905416027,0.7801003800802744
503,a group of people riding skis down a snow covered slope,202000824275_11213,202000824275,11213,0.8299624725822378,0.779985744748608
504,a man riding a snowboard down a street,202000824275_11331,202000824275,11331,0.8298228875059439,0.7800055883969209
505,a man riding skis down a snow covered slope,202000824275_11481,202000824275,11481,0.8300092905416027,0.7801003800802744
506,a person on skis jumping in the air,202000824275_11693,202000824275,11693,0.829999024060006,0.7799017386573148
507,a snowboarder is doing a trick in the air,202000824275_11867,202000824275,11867,0.8301127607716037,0.7799063883558041
508,a snowboarder is jumping off a ramp in the snow,202000824275_11987,202000824275,11987,0.8302566659902265,0.7801187374556998
509,a person on skis is coming down a snowy hill,202000824275_12205,202000824275,12205,0.8299442548425254,0.7799637733792731
510,a person is holding a snowboard in the air,202000824275_12401,202000824275,12401,0.8300394373244945,0.7799470068192794
511,a person riding skis down a snow covered slope,202000824275_12524,202000824275,12524,0.8300748777061935,0.7801102227295155
512,a man riding a snowboard down a ramp,202000824275_12639,202000824275,12639,0.8300091279577597,0.780086993525818
513,a skier skiing down a snowy slope at a ski resort,202000824275_12770,202000824275,12770,0.8300104947416402,0.7800722113908459
514,a man in a suit and tie standing in front of a microphone,202000824275_13051,202000824275,13051,0.829864709833741,0.7798939353430048
515,a soccer player is <unk> a goal,202000824275_13282,202000824275,13282,0.8294473107814039,0.7791876037453521
516,a soccer player is running on the field,202000824275_13371,202000824275,13371,0.8292812172591679,0.7789241030705538
517,a man is swinging a baseball bat at a game,202000824275_13443,202000824275,13443,0.8295866042931507,0.7795124253915097
518,a tennis player is jumping to hit the ball,202000824275_13543,202000824275,13543,0.8296203750377426,0.7793126151876713
519,a man is sitting in a car and looking at something,202000824275_13726,202000824275,13726,0.8299344081440481,0.7798940384274362
520,a soccer player is kicking a ball into the net,202000824275_13958,202000824275,13958,0.8295619730572422,0.7791573329075508
521,a soccer player is <unk> a goal and <unk> a goal,202000824275_14110,202000824275,14110,0.8296511545426474,0.7793876422289677
522,a man is sitting in a car and smiling,202000824275_14235,202000824275,14235,0.8299503809924731,0.7800484324231446
523,a soccer game is in progress on a green field,202000824275_14398,202000824275,14398,0.8294546202434848,0.7791381950959867
524,a man in a soccer uniform is holding a soccer ball,202000824275_14517,202000824275,14517,0.8294135001892669,0.7794305687613613
525,a soccer player is kicking a ball into the goal,202000824275_14715,202000824275,14715,0.8293983617768982,0.7790417414461684
526,a soccer player is talking to a group of people,202000824275_14904,202000824275,14904,0.8293581661260119,0.7792320842806655
527,a man is driving a car and smiling,202000824275_15048,202000824275,15048,0.8299532063748785,0.7800235716837857
528,a baseball player is throwing a ball at a game,202000824275_15241,202000824275,15241,0.829404793639998,0.7790542013451582
529,a soccer player is kicking a ball into the net,202000824275_15370,202000824275,15370,0.8295619730572422,0.7791573329075508
530,a man is sitting in a car and smiling,202000824275_15492,202000824275,15492,0.8299503809924731,0.7800484324231446
531,a group of people playing a game of tennis,202000824275_15671,202000824275,15671,0.8293728578112699,0.7791775008166092
532,a man is dancing on a tennis court,202000824275_15799,202000824275,15799,0.8294672240216655,0.7796169936975423
533,a man is sitting in a car and moving his hands,202000824275_15929,202000824275,15929,0.8300203313195357,0.7799022817272131
534,a baseball player is running on the field,202000824275_16145,202000824275,16145,0.8293280768930907,0.7789615651922246
535,a man is playing a game of soccer,202000824275_16326,202000824275,16326,0.8291834364971176,0.7790381162841454
536,a baseball player is running and then slides,202000824275_16426,202000824275,16426,0.8296268418673161,0.7791508706131981
537,a group of men playing a game of soccer,202000824275_16572,202000824275,16572,0.8291683397538392,0.7790626236953958
538,a soccer player is kicking a ball into the goal,202000824275_16717,202000824275,16717,0.8293983617768982,0.7790417414461684
539,a soccer player is kicking a ball into the net,202000824275_16921,202000824275,16921,0.8295619730572422,0.7791573329075508
540,a man is playing tennis on a green court,202000824275_17147,202000824275,17147,0.8294901001389088,0.7795278572109156
541,a soccer player is <unk> a goal,202000824275_17289,202000824275,17289,0.8294473107814039,0.7791876037453521
542,a group of people are playing soccer on a field,202000824275_17490,202000824275,17490,0.8293154255768745,0.7791777798008487
543,a group of people on a field playing soccer,202000824275_17734,202000824275,17734,0.8293154255695205,0.7791777797959604
