,video_id,description,short_term,long_term,normalized_short_term,probability
244,2626,Person knocks object into TV screen which cracks - Man playing video games on TV; inside. - male changes channel - A man throws the remote at a TV and breaks the screen.,0.96,1.0,0.9604114029854124,1.5711295e-06
245,2659,"Outside people are cheering a group of kids playing on a basketball court. - Pickup basketball, on an outdoor court, with a player running the court and making a winning basket.",0.71,0.4,0.7079365906863327,3.706101e-12
246,2675,Orange cat squeezes into corner of blue couch with just tail showing - A cat is squeezing between the cushions of a sofa and disappears there. - A beige cat digs his way inside the corner of a sofa.,0.83,0.8,0.8260869502923515,2.0558816e-16
247,2697,A man is on his hands and knees dancing. - A comedy routine on stage of a celebrity doing a dance routine in a Seahawks shirt.,0.68,0.57,0.6775499762735487,0.0001404462
248,2707,Man with monster design chest tattoo talks - Heavily tattooed white man talking about killing while being videoed in a home setting.,0.84,0.9,0.8323290229501883,6.3312664e-26
249,2715,Black woman models formal black and silver dress - A black celebrity showing her dress on a red carpet event.,0.9,0.75,0.8919662356199568,2.7671916e-15
250,2735,"Wearing blue uniforms, some women stand on shoulders of others and perform synchronized movements. - A group of cheer leaders perform exceptional performance. - Gymnastics team, all wearing blue short skirts and blue tops performing routines including lifting team members into pyramid-type positions. - All female cheerleading squad with the ladies performing one-legged shoulder stands with one leg outstretched to the ceiling. - a large group of female gymnasts performing their routines on stage",0.95,0.67,0.9545454475716446,2.9923427e-16
251,2736,"Leopard cub sucks and nibbles on human finger. - A big cat cub is sucking on a food is handled to him, in a cage. - Baby cheetah-like animal chewing gently on someone's finger. - A spotted leopard cub, gently sucking the finger a human while seated outside his cage indoors.",0.96,0.88,0.9565217324512324,1.6817326e-33
252,2737,Man walks sidewalk selling sport s banners. - A young guy sells banners and is yelling about them. - Male vendor in red jacket is selling banners outside of some sporting event. - A white male hawking sports paraphernalia on the sidewalk outside of a sporting venue. - a man selling souvenir scarfs in front of a stadium,0.78,0.8,0.7826086882133105,7.0896194e-18
253,2768,"Woman appears to whisper something to male guitar performer at mike, his reaction causing her to smile. - A young man whispers to a man with a guitar, and the latter screams. - Two male performers on stage; one whispers something to the other; screaming is loud in audience; one performer announces something, more screaming.",0.88,0.83,0.8749999934918872,1.0439804e-15
254,2828,"Three Asian girls talk, laying on their stomachs on a blanket, on the floor , in a room. - Group of young Asian women talking and lying on a big blanket for a sleepover part. - a group of seven Asian girls dressed in pajamas sitting on the floor of a room hugging pillows while talking and laughing",0.8,0.57,0.7922971013736391,2.0328222e-16
255,2846,Man rides motorcycle on back wheels and falls off onto the street - A motorcyclist drives with the front wheel up and skids on the road. - a man in a motorcycle attempts a stunt on a busy traffic street but fell on the pavement,0.82,0.88,0.7754129791861994,2.1428348e-21
256,2870,"Outdoor Soccer game in progress; clip shows one player controlling ball. - In a soccer match, with the crowd cheering, a goalie makes a nice save and then heads the ball to himself. - Goalie in soccer game prevents the soccer ball from scoring and then playfully bounces the soccer ball off of his head and knees.",0.62,0.71,0.6218271716914238,1.1257481e-20
257,2891,"Two teams playing basketball; one team player, in white, passes to teammate but does not shoot. - A foul is called in a language other than English as referees stop the game to make the call - One basketball player commits a flagrant foul causing the opposing player to fall to the court.",0.86,1.0,0.8636363570930409,1.8379845e-11
258,2894,"A girl wearing a animal head mask, moves in a department store. - Young woman in black boots, short skirt/shorts, orange top and black jacket, device in hand with mask of reptile with open mouth/big teeth over her head. - A young women dressed in a animal mask is taking a selfie. - A girl with a face mask on in a cluttered room talking while taking a selfie with a cellphone.",0.8,1.0,0.7970012280672446,2.1081079e-20
259,2902,Young man holding rodent makes tapping sound and rodent's ears move in time to sound; second man holds rodent and makes burping sound and rodent jumps. - A man holding a guinea pig and blowing in his face. - Young Asian man holds gerbil and blows on its ears and they move and then blows on its body and it gyrates - A young white male playing with a chipmunk and causing the animal's ears to flutter and respond to the male's verbal beats.,0.67,0.86,0.6666666613782103,3.1092696e-08
260,2903,"Asian boy starts to feed man, then eats spoonful himself - One young Asian man offers food to another and then pulls it back and puts it in his own mouth in a comedy bit on a TV segment. - Three Asian men seated at a cafe table, one man brings a spoon full of food towards one of the other men, then suddenly reverses the spoon and puts the food into his mouth. - Asian boy and a girl in restaurant, bating his father with food and then eating it.",0.77,0.7,0.7633955845532698,1.0886591e-20
261,2912,"A young man throws a bottle on a table, moves around it while sitting on a sofa. - Young man, black shirt/faded, ripped jeans, sitting on bench with bottle of water; he tosses bottle upside down and it lands right-side up on table and he laughs. - A man sitting on a sofa flipping a bottle and laughing. - Young man, sitting on a couch, flips a bottle onto a table and it lands perfectly right-side up. - Young male seated on a couch flips a plastic bottle of water and lands the bottle upright on the table.",0.85,0.83,0.8518518449542922,1.9627277e-12
262,2927,"With jaunty music in the background, basketball player misses slam dunk - A basketball fast play when the player, all alone under the basket, fails to make the basket to score; and the opposing team player steals the ball and sends it down court to his team.",0.78,0.89,0.7387041644583671,2.448e-42
263,2929,"A black car is driving leaving heavy smoke behind it, on a road. - Black car takes off; leaves dust flying and kind of fishtails down the path. - A black car is shown taking off. - Sleek black car drive off leaving huge billows of smoke behind with people watching - A black sedan speeding on a paved road in the daytime with lots of white fumes coming out of the back and rear side of car.",0.63,0.89,0.6315789427691837,1.7710047e-07
264,2933,"A young man moving on the floor of a kitchen with music. - Man, wearing light pants, white long-sleeve shirt and black vest, listens to music, falls to floor and slides across the floor in time to the music. - A man is running and then slides across the floor on his knees. - Nan crawls on floor as singer in background sings about legs not working as they did before - A black man slides across the tiles floor in the kitchen on his hands and knees.",0.95,0.89,0.9523809459795051,2.9063403e-13
265,2934,Man pokes a bare-chested guy's man boobs with a pole - A heavyset set young man is being hassled by someone who is using a vacuum hose to try to suction his breasts.,0.94,0.78,0.9444444379916166,0.0
266,2937,A music video. - With music about thunder playing in background this music video shows man knocked down by an animal,0.9,0.88,0.8999999933432595,0.00072916516
267,2945,"Middle-aged blond woman talks in a language other than English on a TV segment. - A blonde-haired woman seated and making a statement in a language other than English. - Hispanic woman being interviewed, on stage, and arguing with MC.",0.82,0.75,0.8097777778667504,1.827036e-10
268,2946,Men on stage talking to the audience. - Three musicians talk to the concert audience between sets,0.67,1.0,0.6666666604631989,4.9539217e-06
269,2974,"A group of 7 young men and women, are yelling and singing. - A group of men are sitting, cheering and laughing with one another.",0.59,1.0,0.5882352889409879,1.8084742e-12
270,2994,"Two women and a young child dancing in a room. - A young couple interacts with a child, doing a dance in the apartment.",0.79,0.93,0.7148438477052681,1.2300338e-11
271,3057,"Two boys are boxing outside. - Outdoors, during the day, a group of black guys are playing around, when a young boy hits an older boy and knocks him to the ground, at the chagrin of a youngster..",0.65,0.71,0.6521739067879279,3.610198e-10
272,3068,Two guys in a convenience store fooling around. - A black athlete in a cafeteria doing a routine on camera and high-fiving with a white guy.,0.93,0.83,0.9259259195254256,2.3788168e-24
273,3077,A man talking into the camera. - A politician speaking to a question on camera in a studio.,0.89,0.6,0.8888888822104778,1.6571354e-07
274,3079,"Two men hugging on stage. - One contestant, on stage, congratulating another.",0.81,0.8,0.7753262582222847,1.06445235e-11
275,3090,Two young men sitting in front of each other talking. - Two asian performers doing a game of responding with visuals to a command.,0.95,1.0,0.9545454480809792,1.5742724e-07
276,3091,A women is instructing two men to put their mouths on a paper lantern. - Images of boys being instructed to lick inflatable balls at command.,0.91,0.88,0.9017928727300496,0.0
277,3094,A black cat and a black and white cat are playing on the floor with each other. - A cat playing with a puppy on the floor in a house.,0.7,0.58,0.6730127381725152,2.22801e-05
278,3119,A football player is dancing on a field. - Seattle football player celebrating an opponent being down and hurt during a game.,0.8,0.71,0.7742300873312592,3.7872586e-13
279,3126,"Two men at ESPN station broadcast talking, one with hands over ears. - I man shuts his ears and sings in a room. - Two men, Mike and Mike, on a broadcast, with one listening and making a point of not hearing.",0.95,0.82,0.9473684144964511,1.09702294e-16
280,3131,"five boys, one with bright maroon hair one with bleached blond hair, sitting in row in room, smiling and singing. - Five young Asian men are singing in a consecutive order, in a room. - Five or more, asian boys, seated and learning lyrics to a song-line!",0.86,0.6,0.8636363571244801,1.6741186e-15
281,3134,"Man sits on stool in front of audience, and sings to large white stuffed bunny toy. - An Asian performer holds a stuffed animal, looks at it and sings at a performance. - a man singing to s bunny toy on stage - Asian singer/performer in front of a large fan-based audience, singing with a toy rabbit.",0.88,0.8,0.884615377432731,5.48823e-14
282,3136,"On street on cloudy day, one boy hits another ,who is wearing a red hat and coat, knocking him down, then leaves. - Two young men fight in street, one falls down - A young guy in black ,is beating a guy with red top, and hits him to the ground, outdoors. - a fist fight between two young men - Two boys fighting in street (nice neighborhood) with one striking the other, knocking him down with another, third, coming to the aide of the stricken boy.",0.91,0.88,0.9007529611792569,0.00892694
283,3147,a demonstration of how to build a small cloth bear using a glove - Instructions on how to convert a glove to a bear--like puppet.,0.83,1.0,0.8061577127539613,6.1401565e-19
284,3149,Person splashes in pool and life guard jumps in - lifeguard attempting to save woman in a pool drowned - Black child being rescued in swimming pool.,0.61,0.88,0.6111111047260686,1.7383085e-14
285,3181,"Two men are talking into the camera and to each other. - Videographer, in some venue,asking two guys their names.",0.72,0.82,0.7199999942573547,3.2644057e-06
286,3188,"Group of girls, all wearing same uniform, meet in circle, bend in, raise up simultaneously, raise hands. - a group d young Asian women in school uniforms chanting in a room - Asian female cheerleaders practicing their routine.",0.83,0.75,0.7827213222786615,2.0157681e-26
287,3214,"Football player Richard Sherman demonstrates his displeasure about something in a football game. - A football player on the sidelines of a games reacting to the play in the field. - Seattle football, with Sherman showing disappointment at results.",0.94,0.64,0.9356394481151136,4.787608e-19
288,3221,"One girl with mike performs, singing and motioning, and behind her a woman with hat on and wearing shirt with decal, hides her face behind her hand. - Asian woman trying-out for some kind of performance, with coach not to thrilled.",0.81,0.86,0.7973763114866396,2.7108125e-35
289,3235,"Individual holding purple material on both sides of head then shakes head and sticks out tongue. - Person with nose ring with head covered in purple sticks out tongue - A girl with magenta towel on her head, sticking out her tongue. - Young asian boy with towel on head responding to cameraman with facial gestures.",0.95,0.43,0.9462457155063064,6.8734044e-23
290,3236,A man is pulling something across the front of himself. - A Florida candidate smiling on introduction at rally.,0.81,0.8,0.8095238027946717,1.120375e-11
291,3258,"Two helicopters low to ground collide, explode, fall to earth. - Video war game with action including shooting down of a helicopter",0.96,1.0,0.9284302844954136,2.7670214e-17
292,3263,"Music video, with young Asian man in reflective sunglasses, holding and hugging pillow and looking at the camera - A young man listening to music while reclining on a lounge chair, listening to music and looking at his cell phone, has his shades drop from his forehead to his eyes in sync with the music. - Boy on sofa, in a room, with pillow on his mid-section, reading his phone and dropping his glasses to look on camera.",1.0,0.85,0.9999997025459346,1.860687e-28
293,3275,"Girl in sports outfit bumps her gloved hands with knuckles of another, then walks by another girl with her hands up - Women on a soccer field giving a player a fist bump and ignores another player holding her fists up. - A female goalie dressed in a black shirt with red stripes on the sleeve and with goalie gloves on does a fist bump with does a fist a team mate while another team made wearing a red jersey with the number 15 is waiting to fist bump with the goalie but the goalie turns away without fist bumping her. - Two women athletes bump fists but a third woman is left with fists raised. - At a soccer field, a woman player is greeting others with a fist tap, when she shuns one player to surprised expressions.",0.82,0.67,0.7531563060819938,8.1425975e-22
294,3284,"At a pool, a young boy runs to the edge, stops then slides down into the water - Outside at a pool, a little african american boy runs towards it as though he is going to jump in but when he gets to the edge, he stops and eases in. - A young black boy wearing long legged swimming trunks stands at the edge of a swimming pool while someone in the background is talking to him about diving into the pool and the boy backs up and runs to dive into the pool stops at the edge of the pool and gets into the pool feet first. - A small black boy at a large swimming pool runs to the edge and waves his arms as though preparing to jump in or dive, then climbs into the water. - During the day, at poolside, a man tells a child to dive into the pool, so the child runs to the edge, turns around and slides into the water.",0.95,0.89,0.9545454476439242,2.6261215e-14
295,3300,"In a gym, a person holding a large ball in pace on the floor moves it away when another person jumps on it - Inside a gym, a young caucasian man runs towards a large ball to sit on it and just as he gets to it, another man in a black shirt rolls it away causing the guy to fall to the floor. - In a fitness room a young white man wearing a black shirt and blue shorts runs to jump on a large fitness ball held by a white man wearing a blue tee shirt with writing on the back a white shorts and just of the young man jumps to land on the ball the man holding it pushes it away and the young man lands on his behind on the hard floor as the holder laughs. - In a gym, a young Asian man walks toward a large red ball and jumps to sit on it but a person pushes it away and he falls to the floor and shouts. - In a gym, two boys are playing around, when one holds a ball onto which the other plans to jump, but when the approach is made, the ball is pushed away and the jumper falls on his butt in pain.",1.0,1.0,0.9999998290356852,5.6951983e-24
296,3307,"A person holding a microphone and a phone tries to take water bottle from another but drops it - Inside a stadium, men are running across the stage. - A white male wearing a white tee shirt is offered a A white male wearing a white tee shirt is offered a bottle of water by another white male wearing a white tee shirt with ""the Stone Roses"" written on the front and he purposely drops the bottle and walks away as the first man reaches for it. - A man in a tank top hands a water bottle to a second man but drops it and walks away, then the second man drinks from a blue bottle. - Two musicians, on break while performing, are engaged in pranks, like dropping a water bottle before the other could retrieve it.",0.81,0.5,0.7985231169396784,9.859817e-14
297,3310,"A young man sits down on wooden platform with metal chain hanging down next to another man - A young asian man in a black jacket joins another young man on a steel ledge outside on a cloudy day - A Japanese young man wearing a white shirt and black coat and jeans with a plaid cloth tied around his waist sits down next to another Japanese young man wearing a brown coat, white shirt and jeans - Two young Asian men, one with blond hair, sit on a wooden platform outside, a large chain nearby. - Two asian boys sit at the end of a wooden rail and look out over the countryside.",0.84,0.71,0.8035116395472285,7.24129e-18
298,3311,"A woman wearing a body microphone walks and talks, then trips over curved bench and falls down - Inside a room a woman in red and white is walking and talking and trips over a bench and falls to the floor. - A hispanic woman wearing a red dress with white v shoulders and neck wearing a microphone is talking to the camera when she trips overs part of the set in front of her. - A woman in a red and white shirt with a large V design walks across a stage looking toward the camera and trips over a wooden bench. - A woman announcer, on a TV set, walks across the stage talking to the audience and proceeds to trip over a set decoration and tumbles.",0.92,0.8,0.916666659507232,3.3332404e-12
299,3313,"One young man looks at his phone while another plays wooden xylophone - In a bedroom, a young caucasian man wearing a black hat plays a xylophone while another guy thinks its his cell phone ringing. - A white an with a baseball cap on backward wearing a black jacket over a grey tee shirt and black jeans with a hole in the knee hears a noise and thinks it is his cell phone, then he sees another white man wearing a stacking cap and black tee shirt playing an instrument that makes the sound of a cell phone ringing. - One boy at a table picks up his cell phone and looks at it while another plays a xylophone. - a boy is sitting at home when he here's his phone ring, only to discover it is a prank with a brother playing an xylophone.",0.96,0.86,0.958652736345119,3.2515815e-35
300,3315,"A person sits at a computer station wearing a motorcycle helmet - Inside a room, a man sits at a desk with a black helmet on. - A white young man sitting at a desk wearing a motorcycle helmet, a white tee shirt working on a computer making weird noises. - A boy in a white shirt sits at a desk wearing a helmet and manipulates a device in front of him. - Peering around a doorway in a home, the cameraman is seeking strange sounds, only to discover a boy in a racing helmet talking to himself while working on a computer.",0.83,0.8,0.8333333271883485,8.68568e-09
301,3324,"Woman sitting on lounge chair with green cushions leans forward and the chair falls forward onto her - A young caucasian woman is leans forward in a rocking chair and falls out. - A woman with long brown hair wearing a black swimming suit leans forward in a folding chair and the chair folds over on her. - A young woman sits in a wooden lounge chair with a green cushion on a patio, leans forward and the chair tips over on her. - A woman, outdoors on a beach chair, leans forward and the chair collapses onto her.",0.91,1.0,0.9192681823132702,2.7696387e-16
302,3337,"Man on a stage with green backdrop starts to push his stomach forward, then people on stage and in the backstage crew move the same way - An african american man in an orange shirt is being filmed dancing while others are doing the same movement. - On a television set several black men are making vulgar moves with their bodies. - A man on a green stage in an orange shirt shakes his pelvis while the backstage crew shake theirs. - in the filming of a commercial, the actor is dancing and gyrating to music, but so are the editors and assistants.",0.95,0.78,0.9503255634311271,2.0973211e-11
303,3339,"Boy in blue shirt sits in a front yard when another child in a yellow toy car knocks him over and runs up him - Outside on the grass on a sunny day, a little boy runs over another little boy sitting on the grass with his electric big wheel car. - A young boy wearing a blue shirt and black shorts is sitting on a front lawn and gets run over by another young boy wearing a green shirt and driving a yellow battery operated toy jeep. - In the front yard of a suburban house, a little boy in a yellow toy Jeep runs over a boy sitting on the grass. - on a suburban lawn, a child, driving an electric jeep, completely runs over another toddler.",0.86,1.0,0.8636363565530419,4.814087e-16
304,3370,"Five men sit in a car and clap hands - Inside a car, five caucasian men are singing and clapping. - Five young men in a vehicle are singing and enjoying themselves as the driver sings loudly. - Five people ride in a van and the three in the back seat applaud the driver who sings. - In a stationary car, during the day, a TV host is singing, to music, with a guest in the front seats, while three men in the rear are clapping at the performance.",0.95,0.83,0.9489443476041408,8.8516866e-15
305,3373,"A woman with a big bust wearing a red dress dances on a floor with other dancers around - In a church, a woman in a red dress is praise dancing. - At a convention a large black woman wearing a red dress is dancing as well as many other black people are also dancing. - At a party where men are in suits, a busty black woman in a tight red dress dances. - At a reception of some kind, people are dresses well and dancing on a dance floor in front of the music platform.",0.81,0.5,0.8095238033667235,2.4486052e-10
306,3375,"On an outdoor stage, a young man enters while two girls stand on the stage - Outside on a sunny day, an young asian girl sings while a young asian man sneaks onto the stage dancing. - On a Japanese television show a Japanese man wearing a greenish tee shirt jeans walks on stage while a female announcer with microphone in her hands wearing a with blouse and jump pants speaks into the microphone and another Japanese woman is dancing behind the announcer. - A young man in a short sleeved tan sweater approaches a girl in blue pants holding a microphone in front of a rainbow. - On an outdoor stage, a young asian man carefully comes on stage to learn a dance step, while others are dancing and an announcer acting as MC.",0.65,0.22,0.6470588176433918,3.525776e-11
307,3376,"In a street crowd, a black man wearing a shirt with stripes and a star unfolds a similar flag while holding a flag on stick - Outside an african american man holds up a yellow, red and blue flag that looks like the shirt he is wearing. - In a town square a black man Wearing the colors of a country unfolds a flag of that country while many people are standing around in the square. - A black man in a red, yellow and blue jersey with a white star unfolds a banner that matches his jersey, in front of a daytime crowd on a street. - At a large crowd gathering, in a city, a man is selling national flags in the street.",0.88,1.0,0.8848527496642687,4.4467794e-09
308,3388,"Girl driving a car takes her hands off the wheel and the passenger puts his hand on the wheel - When a young woman is driving a car and takes her hand off the wheel, the passenger next to her grabs it. - In a car a young girl wearing a light blue blouse with flowers on it is in the drivers seat but doesn't feel like driving and lets go of the steering wheel and begins to dance as the young male passenger wearing a black tee shirt reaches over and takes the steering wheel. - In a car moving along a street, the girl who is driving takes her hands off the wheel and waves her arms, and her boy passenger grabs the wheel. - A pair of teenagers are in a car with her driving and he working his phone in the passenger seat, when she proclaims, 'she does not feel like driving', releases the wheel and he steers the car and she dances to music.",0.95,1.0,0.939775298136412,3.3950616e-06
309,3396,"In a room, person wearing a hat and coat moves his hands up and over his head - Inside a room with a yellow sofa, an old caucasian woman in a blue hat dances. - An elderly person wearing a stocking cap, glasses and black shirt in a dining/living room is dancing. - An older man in a room with gray curtains and a yellow couch and wearing a blue hat, holds his torso and waves his arms. - An older asian woman, in a jacket and cap, is doing a routine in a living room that resembles an exercise routine.",0.9,0.5,0.8999999929429203,1.4145595e-13
310,3403,"On soccer sideline, seated players reach behind their backs - Outside, a group of soccer players are looking for something that appears to be lost. - On a sports field a soccer team member is looking for something and his team members sitting in chairs are trying to find it. - Soccer players in blue sit on the sidelines during a game and search their seats for something. - Soccer players, sitting on a bench during a game, are looking for something on their seats.",0.72,0.78,0.7222222150871067,5.6327726e-06
311,3424,"Several Asian girls wearing orange dresses with white sleeves dance about on a stage - Five Asian girls in white sleeved shirts under bright orange jumpers, hold microphones as they sing and dance on stage in front of an audience. - In a dark room, a group of young asian women in orange dresses are performing on stage. - A young Asian girl with long hair and an orange jumper sings into a microphone on a stage and several other girls dressed the same dance behind her. - A young asian girl is performing, on stage, with other girls accompanying her and mimicking her actions.",0.83,0.71,0.8333333261686957,4.874208e-10
312,3438,"Four young Asians move about in a room and one holds a yellow toy rabbit - A young Asian man in pale blue shirt and shorts and holding a stuffed animal between his hands dances and sings behind a young Asian man in pale pink Jacket and pants before he dances off among other similarly dressed young Asian men --all shown in an indoor room framed by vertical silver strips. - Inside a room, a group of young asian men in shorts are dancing around. - A group of young Asian men in pastel blue outfits, one carrying a yellow rabbit, and one in a pink outfit dance around on a stage. - Four boys, in a doorway, jamming to music, and holding a fake rabbit are dancing to a routine.",0.79,1.0,0.784347662379279,1.1877935e-10
313,3443,"In a bedroom, a small girl comes out of closet runs up to another girl and puts her arms around her and they fall to the floor - In a twin-bedded bedroom, one girl in pink pajamas looks toward the closet and suddenly a younger girl in a blue-topped, long white nightgown runs over to the other girl, hugs her until they both fall to the ground. - A little girl opens a door and runs into a room towards another little girl and knocks her over onto the floor. - In a bedroom, a little girl in a long nightgown runs into the room and embraces a little bigger girl in pink and they both fall to the floor laughing. - A young toddler bursts through a bedroom door, yelling in glee at her sister, and hugging her.",1.0,1.0,0.9999999007117784,1.7641162e-07
314,3450,"A man sits at a computer workstation while an Asian woman with long hair stands behind him - A dark-haired Asian woman in a light orange top, speaking into a microphone, observes a young man in a black fedora watching a computer screen, sitting at a workstation. - Inside a room, a man in a black hat is looking at something on a computer screen while a young asian girl looks over his shoulder. - A woman in orange and long dark hair talks to her sweater covered hand and looks at a seated man in a hat gazing at a computer monitor. - A young girl is feigning an announcement in a microphone, describing a man looking at his computer, which is showing her on screen.",0.84,0.83,0.8421052564357099,1.0535389e-13
315,3455,"Man in a suit makes hand gestures on the sidelines of a ball field - After a white-haired man in suit and tie waves and encourages someone offscreen to smile, the camera shifts to suited men standing with microphones around a curved desk in front of a packed arena with an empty green playing field. - Outside in a football stadium, an owner on the sideline shows his excitement while three news commentators are talking. - A man in a dark jacket and striped tie, with white hair, dances in place and gives a thumbs up, and the scene changes to men with microphones at a crowded stadium. - A coach is making facial and hand gestures about winning a game, followed by the field announcers making comments.",0.9,0.67,0.8876025203974166,1.7238046e-36
316,3459,"On a sandy patio a puppy picks up a ball in its mouth and walks under chairs - A puppy Chihuahua plays with a green and yellow ball on a patio and then brings it held in his mouth under metal patio furniture throwing lacy patterns on the ground. - Outside on a patio on a sunny day, a little dog is playing with a ball. - A tiny brown dog grapples with a tennis ball on a patio and carries it underneath a table. - Outdoors, on a patio, a young puppy chases a large ball, which it retrieves and brings to the safety of the underside of a table.",0.78,0.57,0.7884969341334545,1.556986e-08
317,3477,"During a cooking demonstration, a woman mashes something in a white pot while three people watch - A dark-haired woman stands in front of a long table demonstrating cooking to three onlooking men in violet shirts, and she begins to pound violently something in a big bowl. - Inside, a woman in a white apron and three men are doing a cooking demonstration. - On a stage, three men in pink shirts and white aprons stand before a cooking demonstration table with a woman with black hair who pounds something. - A woman, who has a mans' voice, is giving a cooking demonstration to three men dressed with aprons, to the pleasure of the crowd.",0.77,0.8,0.7690671559544934,2.5124198e-08
318,3495,"At basketball sidelines, player speaks with a man then throws his towel that first frames the camera then the man pulls the towel down to block the camera - A black interviewer in a suit interviews a tall young black basketball player with a ""Heat 1"" tank top as the indoor stadium begins to fill. - In an indoor basketball stadium, an african american sports reporter in a green jacket is talking to an african american team member in a white outfit that says ""Heat"". - At a basketball game, a player wearing a jersey reading Heat 1 speaks to a man in a green jacket holding a microphone, then tosses a towel over a camera and pulls it over the lens. - A Miami Heat player finishes an interview with an announcer and, in jest, throws a towel onto the camera.",0.8,0.64,0.7737501191554106,2.442305e-20
319,3496,"In a snowy yard, an orange and white cat jumps on the back of a child in a red and black snowsuit and knocks him down - A toddler in black and red snowsuit and red mittens walks in the snow as an orange and white kitten jumps on the child and pushes the child over. - Outside in the snow, a baby in a red and black snow suit is walking and a beige and white cat jumps up onto it's back and knocks it over. - A toddler wearing a black and red snowsuit walks in the snow, but falls down when a brown and white cat jumps on its back. - A cat is following a toddler walking in the snow, when the cat jumps onto the child's shoulders, causing her to fall down.",0.81,0.88,0.7900892067364329,3.482877e-22
320,3500,"A boy in a white shirt ruffles his hair and shakes his head - Against a dark setting with the noises of an announcer and a large enthusiastic crowd, an Asian man in a white t-shirt with medium brown, Beatles-style haircut fusses with his hair and shakes his head. - In front of an audience a young asian man in a white shirt is walking around fluffing up his hair. - A young Asian man in a white t-shirt stands on a stage fluffing and shaking his short hair. - An asian boy is on stage and stoking and shaking his hair.",0.91,0.4,0.8842426926336681,0.0
321,3502,"Blonde woman wearing white is seated at a dinner table and points her finger at a woman across the table - At a long restaurant table, a woman with long blonde hair and white top tells a woman opposite in blonde hair and black sweater that she isn't talking to her as two other similarly clad woman watch. - At a table in a restaurant, caucasian women are arguing with one another. - Several woman sit at a dinner table with wine glasses and one blonde woman speaks to another across the table and points at her. - Two women are seated at a dinner table with others, and diverge into a shouting battle between one another.",0.82,1.0,0.8181818111127238,6.119564e-11
322,3504,"Ina park, one man throws a trash can lid toward another man who throws the can up and the lid lands in the can - In a park near a stand of trees, a man in black sweat pants and an orange top throws a frisbee at the same time as a man in black top and blue shorts throws up a plastic trash receptacle, and the frisbee goes into it. - Outside on grass and surrounded by tall trees, a man in blue shorts throws a large black trash can in the air while a man in an orange shirt throws a frisbee an tries to get it in. - In a park, one boy throws a white frisbee, one throws a black one, and they meet and fall to the ground as a trash can. - Two men, on a public park, are playing catch-frisbee in which one play throws a frisbee in the air and the other is throwing a trash can into the air to catch the frisbee.",0.81,1.0,0.7762375761881398,1.4947719e-28
323,3507,"Two pug dogs sit in a moving playground swing with a safety bar in front - Two pug dogs swing back and forth in a blue plastic kiddie swing in a public parking lot with benches and a children's mural in the background - Outside on a sunny day, two dogs are swinging on a blue swing. - Two bull dog puppies swing together in a child's blue plastic swing. - Two dogs are swinging on a swing set in a doggie-park.",0.86,0.75,0.8254799712565589,6.3624995e-13
324,3509,"Girl riding in a bus pulls earphones from her ears then makes hand gestures - A young black woman sitting in a moving train dressed in black, removes her ear plugs and is told by an offscreen man that she is stupid and she replies smiling and making hand gestures. - Inside a train, an african american woman in white and black pulls her headphones off, sticks her tongue out and gives the peace sign as she notices someone is filming her. - A black girl in a black jacket and white low cut shirt, in a seat next to a window in a moving vehicle, takes off her earbuds and speaks to the camera, flashing a sign with her hand. - A young black woman is listening to music while riding on a bus, and responds to a boy with mimics and smiles.",0.95,1.0,0.9425103602417484,6.5410406e-37
325,3514,"Older woman sits on couch with large mirror propped on her lap, plucking hair from her eyebrows. - A woman lies on her back on the couch and plucks her eyebrows using a large mirror - In a room with a white sofa, an older caucasian woman is laying on the floor looking in a large mirror she is holding on her chest. - A woman lies on a couch holding a full length mirror, plucking her eyebrows. - A woman is plucking her eyebrows when she is approached by a boy asking questions about what she is doing.",0.91,1.0,0.8955126894723301,9.288079e-17
326,3520,"At night in a shopping mall parking lot, woman holds toddler in arms and hand of a young girl as she talks and then departs. - At night a woman in shopping center parking lot carries one child and pushes on face of walking child - At night in front of Macy's, a young woman with a baby in her arms and one beside her is talking, then walks away. - A young black woman holds a baby and stands with a young child, then grabs his chin and moves away with him. - A woman, leaving a shopping center at night and holding two children, talks to someone, and then tells her oldest to get in the car.",0.86,0.67,0.8571428497020501,1.03095395e-13
327,3539,"Woman laughs to observer as a second woman seated a few chairs up, raises a booklet which she hides behind, and the first woman coughs behind her hand. - Two Asian girls sit in chairs and one holds a notebook in front of her face - Inside a room, two asian women are sitting in white chairs talking then one of them begins to cough. - Two Asian girls look towards the camera, one hiding her face behind a book, the other laughing and then coughing. - Two asian girls, seated in chairs in a room, are giggling in embarrassment at the camera, when one begins coughing.",0.84,0.75,0.8186625079606185,2.5973424e-13
328,3540,"Seated on a couch, two young men sit on either side of an infant, and all cry. - Two men sit on a couch with a baby between them and they cry - In a house, two men and a baby between them are sitting on a brown sofa crying. - Two young men sit on a brown living room couch with a crying baby, who stops crying when they start. - A woman with an older child and an infant are seated in a living room and crying (or laughing).",0.87,0.9,0.8139522520143171,1.5309086e-11
