video_id,video_url,description
2626,https://mtc.cdn.vine.co/r/videos/0A488581301053459487178055680_1a499b2f486.4.7.2782299636127286761.mp4,male changes channel
2626,https://mtc.cdn.vine.co/r/videos/0A488581301053459487178055680_1a499b2f486.4.7.2782299636127286761.mp4,A man throws the remote at a TV and breaks the screen.
2659,https://v.cdn.vine.co/r/videos_h264high/42D86FBD911367554060839985152_5a4119fcc3a.25.1.03179EB5-1AF7-438C-9312-A8B225562E86.mp4,Outside people are cheering a group of kids playing on a basketball court.
2659,https://v.cdn.vine.co/r/videos_h264high/42D86FBD911367554060839985152_5a4119fcc3a.25.1.03179EB5-1AF7-438C-9312-A8B225562E86.mp4,"Pickup basketball, on an outdoor court, with a player running the court and making a winning basket."
2675,https://mtc.cdn.vine.co/r/videos/720F364C9D1103087374910566400_17c8c3cb5c0.3.2.mp4,Orange cat squeezes into corner of blue couch with just tail showing
2675,https://mtc.cdn.vine.co/r/videos/720F364C9D1103087374910566400_17c8c3cb5c0.3.2.mp4,A cat is squeezing between the cushions of a sofa and disappears there.
2675,https://mtc.cdn.vine.co/r/videos/720F364C9D1103087374910566400_17c8c3cb5c0.3.2.mp4,A beige cat digs his way inside the corner of a sofa.
2697,https://mtc.cdn.vine.co/r/videos/FDD00D85221174147610978947072_3fef05da5cc.1.5.4207172291467189458.mp4,A man is on his hands and knees dancing.
2697,https://mtc.cdn.vine.co/r/videos/FDD00D85221174147610978947072_3fef05da5cc.1.5.4207172291467189458.mp4,A comedy routine on stage of a celebrity doing a dance routine in a Seahawks shirt.
2707,https://mtc.cdn.vine.co/r/videos_h264high/52EA6192BB1303552345359175680_49958d19009.5.1.5700691397342169169.mp4,Man with monster design chest tattoo talks
2707,https://mtc.cdn.vine.co/r/videos_h264high/52EA6192BB1303552345359175680_49958d19009.5.1.5700691397342169169.mp4,Heavily tattooed white man talking about killing while being videoed in a home setting.
2715,https://mtc.cdn.vine.co/r/videos/AD98E1D4621298119326305546240_1f72609c7f8.3.4.mp4,Black woman models formal black and silver dress
2715,https://mtc.cdn.vine.co/r/videos/AD98E1D4621298119326305546240_1f72609c7f8.3.4.mp4,A black celebrity showing her dress on a red carpet event.
2735,https://mtc.cdn.vine.co/r/videos/401AC3EEBB1299954806416674816_4ff5f785b4b.5.1.6539850555255065599.mp4,"Wearing blue uniforms, some women stand on shoulders of others and perform synchronized movements."
2735,https://mtc.cdn.vine.co/r/videos/401AC3EEBB1299954806416674816_4ff5f785b4b.5.1.6539850555255065599.mp4,A group of cheer leaders perform exceptional performance.
2735,https://mtc.cdn.vine.co/r/videos/401AC3EEBB1299954806416674816_4ff5f785b4b.5.1.6539850555255065599.mp4,"Gymnastics team, all wearing blue short skirts and blue tops performing routines including lifting team members into pyramid-type positions."
2735,https://mtc.cdn.vine.co/r/videos/401AC3EEBB1299954806416674816_4ff5f785b4b.5.1.6539850555255065599.mp4,All female cheerleading squad with the ladies performing one-legged shoulder stands with one leg outstretched to the ceiling.
2735,https://mtc.cdn.vine.co/r/videos/401AC3EEBB1299954806416674816_4ff5f785b4b.5.1.6539850555255065599.mp4,a large group of female gymnasts performing their routines on stage
2736,https://v.cdn.vine.co/r/videos/E327867465999447988760145920_11e983cc829.3.4_gQWquVQgGt2WvhNoHQR3LFX3zPEIk0Rtlugh6GSCpmdbHX46IRb7gpr7O07VRF0E.mp4,Leopard cub sucks and nibbles on human finger.
2736,https://v.cdn.vine.co/r/videos/E327867465999447988760145920_11e983cc829.3.4_gQWquVQgGt2WvhNoHQR3LFX3zPEIk0Rtlugh6GSCpmdbHX46IRb7gpr7O07VRF0E.mp4,"A big cat cub is sucking on a food is handled to him, in a cage."
2736,https://v.cdn.vine.co/r/videos/E327867465999447988760145920_11e983cc829.3.4_gQWquVQgGt2WvhNoHQR3LFX3zPEIk0Rtlugh6GSCpmdbHX46IRb7gpr7O07VRF0E.mp4,Baby cheetah-like animal chewing gently on someone's finger.
2736,https://v.cdn.vine.co/r/videos/E327867465999447988760145920_11e983cc829.3.4_gQWquVQgGt2WvhNoHQR3LFX3zPEIk0Rtlugh6GSCpmdbHX46IRb7gpr7O07VRF0E.mp4,"A spotted leopard cub, gently sucking the finger a human while seated outside his cage indoors."
2737,https://v.cdn.vine.co/r/videos/4B3CBFAE4D1293283372281589760_14513169362a3cc395ba.0896.mp4,Man walks sidewalk selling sport s banners.
2737,https://v.cdn.vine.co/r/videos/4B3CBFAE4D1293283372281589760_14513169362a3cc395ba.0896.mp4,A young guy sells banners and is yelling about them.
2737,https://v.cdn.vine.co/r/videos/4B3CBFAE4D1293283372281589760_14513169362a3cc395ba.0896.mp4,Male vendor in red jacket is selling banners outside of some sporting event.
2737,https://v.cdn.vine.co/r/videos/4B3CBFAE4D1293283372281589760_14513169362a3cc395ba.0896.mp4,A white male hawking sports paraphernalia on the sidewalk outside of a sporting venue.
2737,https://v.cdn.vine.co/r/videos/4B3CBFAE4D1293283372281589760_14513169362a3cc395ba.0896.mp4,a man selling souvenir scarfs in front of a stadium
2768,https://mtc.cdn.vine.co/r/videos_h264high/037DCE07961136757290155040768_SW_WEBM_141399821491103286db694.mp4,"Woman appears to whisper something to male guitar performer at mike, his reaction causing her to smile."
2768,https://mtc.cdn.vine.co/r/videos_h264high/037DCE07961136757290155040768_SW_WEBM_141399821491103286db694.mp4,"A young man whispers to a man with a guitar, and the latter screams."
2768,https://mtc.cdn.vine.co/r/videos_h264high/037DCE07961136757290155040768_SW_WEBM_141399821491103286db694.mp4,"Two male performers on stage; one whispers something to the other; screaming is loud in audience; one performer announces something, more screaming."
2828,https://v.cdn.vine.co/r/videos_h264high/0BC5EAD0251284579062941396992_47d6c6b8aeb.4.1.18336823640815387233.mp4,"Three Asian girls talk, laying on their stomachs on a blanket, on the floor , in a room."
2828,https://v.cdn.vine.co/r/videos_h264high/0BC5EAD0251284579062941396992_47d6c6b8aeb.4.1.18336823640815387233.mp4,Group of young Asian women talking and lying on a big blanket for a sleepover part.
2828,https://v.cdn.vine.co/r/videos_h264high/0BC5EAD0251284579062941396992_47d6c6b8aeb.4.1.18336823640815387233.mp4,a group of seven Asian girls dressed in pajamas sitting on the floor of a room hugging pillows while talking and laughing
2846,https://v.cdn.vine.co/r/videos/1DDDB3BAA41075919843577962496_1ca7c4ab9b6.3.2.mp4,Man rides motorcycle on back wheels and falls off onto the street
2846,https://v.cdn.vine.co/r/videos/1DDDB3BAA41075919843577962496_1ca7c4ab9b6.3.2.mp4,A motorcyclist drives with the front wheel up and skids on the road.
2846,https://v.cdn.vine.co/r/videos/1DDDB3BAA41075919843577962496_1ca7c4ab9b6.3.2.mp4,a man in a motorcycle attempts a stunt on a busy traffic street but fell on the pavement
2870,https://mtc.cdn.vine.co/r/videos/704F6A7AAC1209297267023609856_307e4cb2ba4.3.1.3803870262685721200.mp4,Outdoor Soccer game in progress; clip shows one player controlling ball.
2870,https://mtc.cdn.vine.co/r/videos/704F6A7AAC1209297267023609856_307e4cb2ba4.3.1.3803870262685721200.mp4,"In a soccer match, with the crowd cheering, a goalie makes a nice save and then heads the ball to himself."
2870,https://mtc.cdn.vine.co/r/videos/704F6A7AAC1209297267023609856_307e4cb2ba4.3.1.3803870262685721200.mp4,Goalie in soccer game prevents the soccer ball from scoring and then playfully bounces the soccer ball off of his head and knees.
2891,https://v.cdn.vine.co/r/videos_h264high/434F55F2481417680544132681728_518748aa182.41.0.89CD4F7C-D647-45CD-84D6-14AE53FC8801.mp4,"Two teams playing basketball; one team player, in white, passes to teammate but does not shoot."
2891,https://v.cdn.vine.co/r/videos_h264high/434F55F2481417680544132681728_518748aa182.41.0.89CD4F7C-D647-45CD-84D6-14AE53FC8801.mp4,A foul is called in a language other than English as referees stop the game to make the call
2891,https://v.cdn.vine.co/r/videos_h264high/434F55F2481417680544132681728_518748aa182.41.0.89CD4F7C-D647-45CD-84D6-14AE53FC8801.mp4,One basketball player commits a flagrant foul causing the opposing player to fall to the court.
2894,https://v.cdn.vine.co/r/videos_h264high/AE63A06A811283619745857495040_42f74364e56.4.1.10991420015802184958.mp4,"A girl wearing a animal head mask, moves in a department store."
2894,https://v.cdn.vine.co/r/videos_h264high/AE63A06A811283619745857495040_42f74364e56.4.1.10991420015802184958.mp4,"Young woman in black boots, short skirt/shorts, orange top and black jacket, device in hand with mask of reptile with open mouth/big teeth over her head."
2894,https://v.cdn.vine.co/r/videos_h264high/AE63A06A811283619745857495040_42f74364e56.4.1.10991420015802184958.mp4,A young women dressed in a animal mask is taking a selfie.
2894,https://v.cdn.vine.co/r/videos_h264high/AE63A06A811283619745857495040_42f74364e56.4.1.10991420015802184958.mp4,A girl with a face mask on in a cluttered room talking while taking a selfie with a cellphone.
2902,https://mtc.cdn.vine.co/r/videos/331E2700F41052064323306201088_11eb77e3704.3.2.mp4,Young man holding rodent makes tapping sound and rodent's ears move in time to sound; second man holds rodent and makes burping sound and rodent jumps.
2902,https://mtc.cdn.vine.co/r/videos/331E2700F41052064323306201088_11eb77e3704.3.2.mp4,A man holding a guinea pig and blowing in his face.
2902,https://mtc.cdn.vine.co/r/videos/331E2700F41052064323306201088_11eb77e3704.3.2.mp4,Young Asian man holds gerbil and blows on its ears and they move and then blows on its body and it gyrates
2902,https://mtc.cdn.vine.co/r/videos/331E2700F41052064323306201088_11eb77e3704.3.2.mp4,A young white male playing with a chipmunk and causing the animal's ears to flutter and respond to the male's verbal beats.
2903,https://mtc.cdn.vine.co/r/videos/58B5F29BB21062733575109189632_11ec3575c84.4.8.13853469340245721333.mp4,"Asian boy starts to feed man, then eats spoonful himself"
2903,https://mtc.cdn.vine.co/r/videos/58B5F29BB21062733575109189632_11ec3575c84.4.8.13853469340245721333.mp4,One young Asian man offers food to another and then pulls it back and puts it in his own mouth in a comedy bit on a TV segment.
2903,https://mtc.cdn.vine.co/r/videos/58B5F29BB21062733575109189632_11ec3575c84.4.8.13853469340245721333.mp4,"Three Asian men seated at a cafe table, one man brings a spoon full of food towards one of the other men, then suddenly reverses the spoon and puts the food into his mouth."
2903,https://mtc.cdn.vine.co/r/videos/58B5F29BB21062733575109189632_11ec3575c84.4.8.13853469340245721333.mp4,"Asian boy and a girl in restaurant, bating his father with food and then eating it."
2912,https://v.cdn.vine.co/r/videos_h264high/FB2AFDC4FC1415347758906355712_597b9207e28.41.0.C4057B09-91F3-4001-B8E3-0702CAEF3D34.mp4,"A young man throws a bottle on a table, moves around it while sitting on a sofa."
2912,https://v.cdn.vine.co/r/videos_h264high/FB2AFDC4FC1415347758906355712_597b9207e28.41.0.C4057B09-91F3-4001-B8E3-0702CAEF3D34.mp4,"Young man, black shirt/faded, ripped jeans, sitting on bench with bottle of water; he tosses bottle upside down and it lands right-side up on table and he laughs."
2912,https://v.cdn.vine.co/r/videos_h264high/FB2AFDC4FC1415347758906355712_597b9207e28.41.0.C4057B09-91F3-4001-B8E3-0702CAEF3D34.mp4,A man sitting on a sofa flipping a bottle and laughing.
2912,https://v.cdn.vine.co/r/videos_h264high/FB2AFDC4FC1415347758906355712_597b9207e28.41.0.C4057B09-91F3-4001-B8E3-0702CAEF3D34.mp4,"Young man, sitting on a couch, flips a bottle onto a table and it lands perfectly right-side up."
2912,https://v.cdn.vine.co/r/videos_h264high/FB2AFDC4FC1415347758906355712_597b9207e28.41.0.C4057B09-91F3-4001-B8E3-0702CAEF3D34.mp4,Young male seated on a couch flips a plastic bottle of water and lands the bottle upright on the table.
2927,https://v.cdn.vine.co/r/videos/D0D4BAF7E51042643218237673472_136e2f9160c.3.2.mp4,"With jaunty music in the background, basketball player misses slam dunk"
2927,https://v.cdn.vine.co/r/videos/D0D4BAF7E51042643218237673472_136e2f9160c.3.2.mp4,"A basketball fast play when the player, all alone under the basket, fails to make the basket to score; and the opposing team player steals the ball and sends it down court to his team."
2929,https://mtc.cdn.vine.co/r/videos_h264high/97ADDCFE8F1358193952251326464_576d7ba9ba7b9506e05839a.mp4,"A black car is driving leaving heavy smoke behind it, on a road."
2929,https://mtc.cdn.vine.co/r/videos_h264high/97ADDCFE8F1358193952251326464_576d7ba9ba7b9506e05839a.mp4,Black car takes off; leaves dust flying and kind of fishtails down the path.
2929,https://mtc.cdn.vine.co/r/videos_h264high/97ADDCFE8F1358193952251326464_576d7ba9ba7b9506e05839a.mp4,A black car is shown taking off.
2929,https://mtc.cdn.vine.co/r/videos_h264high/97ADDCFE8F1358193952251326464_576d7ba9ba7b9506e05839a.mp4,Sleek black car drive off leaving huge billows of smoke behind with people watching
2929,https://mtc.cdn.vine.co/r/videos_h264high/97ADDCFE8F1358193952251326464_576d7ba9ba7b9506e05839a.mp4,A black sedan speeding on a paved road in the daytime with lots of white fumes coming out of the back and rear side of car.
2933,https://mtc.cdn.vine.co/r/videos_h264high/2C18A3F3F51273039964585787392_4c772bb076c.2.1.3348884333080015377.mp4,A young man moving on the floor of a kitchen with music.
2933,https://mtc.cdn.vine.co/r/videos_h264high/2C18A3F3F51273039964585787392_4c772bb076c.2.1.3348884333080015377.mp4,"Man, wearing light pants, white long-sleeve shirt and black vest, listens to music, falls to floor and slides across the floor in time to the music."
2933,https://mtc.cdn.vine.co/r/videos_h264high/2C18A3F3F51273039964585787392_4c772bb076c.2.1.3348884333080015377.mp4,A man is running and then slides across the floor on his knees.
2933,https://mtc.cdn.vine.co/r/videos_h264high/2C18A3F3F51273039964585787392_4c772bb076c.2.1.3348884333080015377.mp4,Nan crawls on floor as singer in background sings about legs not working as they did before
2933,https://mtc.cdn.vine.co/r/videos_h264high/2C18A3F3F51273039964585787392_4c772bb076c.2.1.3348884333080015377.mp4,A black man slides across the tiles floor in the kitchen on his hands and knees.
2934,https://v.cdn.vine.co/r/videos/4C516B21031106744134246789120_2ceaafd80b1.1.2.12860424461986797529.mp4,Man pokes a bare-chested guy's man boobs with a pole
2934,https://v.cdn.vine.co/r/videos/4C516B21031106744134246789120_2ceaafd80b1.1.2.12860424461986797529.mp4,A heavyset set young man is being hassled by someone who is using a vacuum hose to try to suction his breasts.
2937,https://v.cdn.vine.co/r/videos/5AA1C6B5871317349364066369536_53345775898.7.0.3547355712770930400.mp4,A music video.
2937,https://v.cdn.vine.co/r/videos/5AA1C6B5871317349364066369536_53345775898.7.0.3547355712770930400.mp4,With music about thunder playing in background this music video shows man knocked down by an animal
2945,https://v.cdn.vine.co/r/videos_h264high/493A493BAD1168031432955109376_SW_WEBM_1421454529783b8540f259c.mp4,Middle-aged blond woman talks in a language other than English on a TV segment.
2945,https://v.cdn.vine.co/r/videos_h264high/493A493BAD1168031432955109376_SW_WEBM_1421454529783b8540f259c.mp4,A blonde-haired woman seated and making a statement in a language other than English.
2945,https://v.cdn.vine.co/r/videos_h264high/493A493BAD1168031432955109376_SW_WEBM_1421454529783b8540f259c.mp4,"Hispanic woman being interviewed, on stage, and arguing with MC."
2946,https://mtc.cdn.vine.co/r/videos/1558AE39FE1259835771155070976_494942628a1.1.0.9248040780858202499.mp4,Men on stage talking to the audience.
2946,https://mtc.cdn.vine.co/r/videos/1558AE39FE1259835771155070976_494942628a1.1.0.9248040780858202499.mp4,Three musicians talk to the concert audience between sets
2974,https://mtc.cdn.vine.co/r/videos_h264high/59AC42BE5A1132744688378552320_SW_WEBM_1413041588867e1e6a0f896.mp4,"A group of 7 young men and women, are yelling and singing."
2974,https://mtc.cdn.vine.co/r/videos_h264high/59AC42BE5A1132744688378552320_SW_WEBM_1413041588867e1e6a0f896.mp4,"A group of men are sitting, cheering and laughing with one another."
2994,https://mtc.cdn.vine.co/r/videos/E79893D6F91151933340576821248_3800ccd6ef6.1.1.4618642602609371348.mp4,Two women and a young child dancing in a room.
2994,https://mtc.cdn.vine.co/r/videos/E79893D6F91151933340576821248_3800ccd6ef6.1.1.4618642602609371348.mp4,"A young couple interacts with a child, doing a dance in the apartment."
3057,https://mtc.cdn.vine.co/r/videos/77B6B355671099853808982749184_10382b8f8e0.3.2.mp4,Two boys are boxing outside.
3057,https://mtc.cdn.vine.co/r/videos/77B6B355671099853808982749184_10382b8f8e0.3.2.mp4,"Outdoors, during the day, a group of black guys are playing around, when a young boy hits an older boy and knocks him to the ground, at the chagrin of a youngster.."
3068,https://v.cdn.vine.co/r/videos_h264high/AA1BBB5DF21389442691586510848_51103bfbdee.25.0.20A2555A-BAD6-46B0-BE2C-1008125887E7.mp4,Two guys in a convenience store fooling around.
3068,https://v.cdn.vine.co/r/videos_h264high/AA1BBB5DF21389442691586510848_51103bfbdee.25.0.20A2555A-BAD6-46B0-BE2C-1008125887E7.mp4,A black athlete in a cafeteria doing a routine on camera and high-fiving with a white guy.
3077,https://mtc.cdn.vine.co/r/videos/FE67F634731295217284364824576_3e4d88b142c.1.5.5012730113506982833.mp4,A man talking into the camera.
3077,https://mtc.cdn.vine.co/r/videos/FE67F634731295217284364824576_3e4d88b142c.1.5.5012730113506982833.mp4,A politician speaking to a question on camera in a studio.
3079,https://mtc.cdn.vine.co/r/videos_h264high/009E050F001248123089083052032_17583f26fd8.3.2.mp4,Two men hugging on stage.
3079,https://mtc.cdn.vine.co/r/videos_h264high/009E050F001248123089083052032_17583f26fd8.3.2.mp4,"One contestant, on stage, congratulating another."
3090,https://v.cdn.vine.co/r/videos_h264high/3E388D7CE31407051375354994688_SW_WEBM_14784413704118a9157ab86.mp4,Two young men sitting in front of each other talking.
3090,https://v.cdn.vine.co/r/videos_h264high/3E388D7CE31407051375354994688_SW_WEBM_14784413704118a9157ab86.mp4,Two asian performers doing a game of responding with visuals to a command.
3091,https://mtc.cdn.vine.co/r/videos/1D424DC7401081078335775383552_234ee840c17.0.3.4789054069145943085.mp4,A women is instructing two men to put their mouths on a paper lantern.
3091,https://mtc.cdn.vine.co/r/videos/1D424DC7401081078335775383552_234ee840c17.0.3.4789054069145943085.mp4,Images of boys being instructed to lick inflatable balls at command.
3094,https://mtc.cdn.vine.co/r/videos/D3A1051C681049051566402957312_14c33074252.4.8.17702616181612959401.mp4,A black cat and a black and white cat are playing on the floor with each other.
3094,https://mtc.cdn.vine.co/r/videos/D3A1051C681049051566402957312_14c33074252.4.8.17702616181612959401.mp4,A cat playing with a puppy on the floor in a house.
3119,https://mtc.cdn.vine.co/r/videos/0539E320BC1287966830694166528_493a3b57ed0.5.0.15234096355810406041.mp4,A football player is dancing on a field.
3119,https://mtc.cdn.vine.co/r/videos/0539E320BC1287966830694166528_493a3b57ed0.5.0.15234096355810406041.mp4,Seattle football player celebrating an opponent being down and hurt during a game.
3126,https://v.cdn.vine.co/r/videos_h264high/BBD81EBC151324738225138720768_53649b211d9.9.0.13543475510544575794.mp4,"Two men at ESPN station broadcast talking, one with hands over ears."
3126,https://v.cdn.vine.co/r/videos_h264high/BBD81EBC151324738225138720768_53649b211d9.9.0.13543475510544575794.mp4,I man shuts his ears and sings in a room.
3126,https://v.cdn.vine.co/r/videos_h264high/BBD81EBC151324738225138720768_53649b211d9.9.0.13543475510544575794.mp4,"Two men, Mike and Mike, on a broadcast, with one listening and making a point of not hearing."
3131,https://mtc.cdn.vine.co/r/videos_h264high/935D028A771343228462349357056_SW_WEBM_1463224689795bb3e4aef7a.mp4,"five boys, one with bright maroon hair one with bleached blond hair, sitting in row in room, smiling and singing."
3131,https://mtc.cdn.vine.co/r/videos_h264high/935D028A771343228462349357056_SW_WEBM_1463224689795bb3e4aef7a.mp4,"Five young Asian men are singing in a consecutive order, in a room."
3131,https://mtc.cdn.vine.co/r/videos_h264high/935D028A771343228462349357056_SW_WEBM_1463224689795bb3e4aef7a.mp4,"Five or more, asian boys, seated and learning lyrics to a song-line!"
3134,https://mtc.cdn.vine.co/r/videos_h264high/F89C1B664D1353473879154315264_SW_WEBM_14656675083339ff6e085f7.mp4,"Man sits on stool in front of audience, and sings to large white stuffed bunny toy."
3134,https://mtc.cdn.vine.co/r/videos_h264high/F89C1B664D1353473879154315264_SW_WEBM_14656675083339ff6e085f7.mp4,"An Asian performer holds a stuffed animal, looks at it and sings at a performance."
3134,https://mtc.cdn.vine.co/r/videos_h264high/F89C1B664D1353473879154315264_SW_WEBM_14656675083339ff6e085f7.mp4,a man singing to s bunny toy on stage
3134,https://mtc.cdn.vine.co/r/videos_h264high/F89C1B664D1353473879154315264_SW_WEBM_14656675083339ff6e085f7.mp4,"Asian singer/performer in front of a large fan-based audience, singing with a toy rabbit."
3136,https://mtc.cdn.vine.co/r/videos/6C2486CA1B1159270578344370176_3c1c7b2a010.1.4.3978975040579930224.mp4,"On street on cloudy day, one boy hits another ,who is wearing a red hat and coat, knocking him down, then leaves."
3136,https://mtc.cdn.vine.co/r/videos/6C2486CA1B1159270578344370176_3c1c7b2a010.1.4.3978975040579930224.mp4,"Two young men fight in street, one falls down"
3136,https://mtc.cdn.vine.co/r/videos/6C2486CA1B1159270578344370176_3c1c7b2a010.1.4.3978975040579930224.mp4,"A young guy in black ,is beating a guy with red top, and hits him to the ground, outdoors."
3136,https://mtc.cdn.vine.co/r/videos/6C2486CA1B1159270578344370176_3c1c7b2a010.1.4.3978975040579930224.mp4,a fist fight between two young men
3136,https://mtc.cdn.vine.co/r/videos/6C2486CA1B1159270578344370176_3c1c7b2a010.1.4.3978975040579930224.mp4,"Two boys fighting in street (nice neighborhood) with one striking the other, knocking him down with another, third, coming to the aide of the stricken boy."
3147,https://v.cdn.vine.co/r/videos/D7745741641092144715245236224_2123b804bf9.0.4.12125613783308198358.mp4,a demonstration of how to build a small cloth bear using a glove
3147,https://v.cdn.vine.co/r/videos/D7745741641092144715245236224_2123b804bf9.0.4.12125613783308198358.mp4,Instructions on how to convert a glove to a bear--like puppet.
3149,https://mtc.cdn.vine.co/r/videos_h264high/85B9E9E8EC1354532616619061248_5f3c4e5f276.9.0.9169021293400473296.mp4,Person splashes in pool and life guard jumps in
3149,https://mtc.cdn.vine.co/r/videos_h264high/85B9E9E8EC1354532616619061248_5f3c4e5f276.9.0.9169021293400473296.mp4,lifeguard attempting to save woman in a pool drowned
3149,https://mtc.cdn.vine.co/r/videos_h264high/85B9E9E8EC1354532616619061248_5f3c4e5f276.9.0.9169021293400473296.mp4,Black child being rescued in swimming pool.
3181,https://mtc.cdn.vine.co/r/videos_h264high/2E16EE1E861315958979369000960_5763b365dad.5.0.11430717315809880663.mp4,Two men are talking into the camera and to each other.
3181,https://mtc.cdn.vine.co/r/videos_h264high/2E16EE1E861315958979369000960_5763b365dad.5.0.11430717315809880663.mp4,"Videographer, in some venue,asking two guys their names."
3188,https://v.cdn.vine.co/r/videos/B8E384FBE81300260389384245248_47bcd82afd0.5.1.10615991534739630684.mp4,"Group of girls, all wearing same uniform, meet in circle, bend in, raise up simultaneously, raise hands."
3188,https://v.cdn.vine.co/r/videos/B8E384FBE81300260389384245248_47bcd82afd0.5.1.10615991534739630684.mp4,a group d young Asian women in school uniforms chanting in a room
3188,https://v.cdn.vine.co/r/videos/B8E384FBE81300260389384245248_47bcd82afd0.5.1.10615991534739630684.mp4,Asian female cheerleaders practicing their routine.
3214,https://mtc.cdn.vine.co/r/videos/24209A9A9C1173869695015804928_374e17b2313.1.5.4673390144215450643.mp4,Football player Richard Sherman demonstrates his displeasure about something in a football game.
3214,https://mtc.cdn.vine.co/r/videos/24209A9A9C1173869695015804928_374e17b2313.1.5.4673390144215450643.mp4,A football player on the sidelines of a games reacting to the play in the field.
3214,https://mtc.cdn.vine.co/r/videos/24209A9A9C1173869695015804928_374e17b2313.1.5.4673390144215450643.mp4,"Seattle football, with Sherman showing disappointment at results."
3221,https://v.cdn.vine.co/r/videos/674A518B451175463520817885184_3dd6ded5abc.1.5.18045055905493950136.mp4,"One girl with mike performs, singing and motioning, and behind her a woman with hat on and wearing shirt with decal, hides her face behind her hand."
3221,https://v.cdn.vine.co/r/videos/674A518B451175463520817885184_3dd6ded5abc.1.5.18045055905493950136.mp4,"Asian woman trying-out for some kind of performance, with coach not to thrilled."
3235,https://mtc.cdn.vine.co/r/videos_h264high/19DC4BEA3E1382550213964824576_1472599801a058b2ce71.3775.mp4,Individual holding purple material on both sides of head then shakes head and sticks out tongue.
3235,https://mtc.cdn.vine.co/r/videos_h264high/19DC4BEA3E1382550213964824576_1472599801a058b2ce71.3775.mp4,Person with nose ring with head covered in purple sticks out tongue
3235,https://mtc.cdn.vine.co/r/videos_h264high/19DC4BEA3E1382550213964824576_1472599801a058b2ce71.3775.mp4,"A girl with magenta towel on her head, sticking out her tongue."
3235,https://mtc.cdn.vine.co/r/videos_h264high/19DC4BEA3E1382550213964824576_1472599801a058b2ce71.3775.mp4,Young asian boy with towel on head responding to cameraman with facial gestures.
3236,https://mtc.cdn.vine.co/r/videos_h264high/23A448271C1373421469803364352_5e8e7586235.29.1.E72C75A6-59F1-4865-8186-CBF480C70DF5.mp4,A man is pulling something across the front of himself.
3236,https://mtc.cdn.vine.co/r/videos_h264high/23A448271C1373421469803364352_5e8e7586235.29.1.E72C75A6-59F1-4865-8186-CBF480C70DF5.mp4,A Florida candidate smiling on introduction at rally.
3258,https://v.cdn.vine.co/r/videos/3AEBDAA9711294016070600011776_4b6a7cd0c7f.5.0.1618491461763416906.mp4,"Two helicopters low to ground collide, explode, fall to earth."
3258,https://v.cdn.vine.co/r/videos/3AEBDAA9711294016070600011776_4b6a7cd0c7f.5.0.1618491461763416906.mp4,Video war game with action including shooting down of a helicopter
3263,https://v.cdn.vine.co/r/videos_h264high/8B01A1A8171240895330766426112_SW_WEBM_14388267031478534a6eec6.mp4,"Music video, with young Asian man in reflective sunglasses, holding and hugging pillow and looking at the camera"
3263,https://v.cdn.vine.co/r/videos_h264high/8B01A1A8171240895330766426112_SW_WEBM_14388267031478534a6eec6.mp4,"A young man listening to music while reclining on a lounge chair, listening to music and looking at his cell phone, has his shades drop from his forehead to his eyes in sync with the music."
3263,https://v.cdn.vine.co/r/videos_h264high/8B01A1A8171240895330766426112_SW_WEBM_14388267031478534a6eec6.mp4,"Boy on sofa, in a room, with pillow on his mid-section, reading his phone and dropping his glasses to look on camera."
3275,https://mtc.cdn.vine.co/r/videos/4F269542A21224063682745634816_3a1ec81db91.4.1.11452341779283975329.mp4,"Girl in sports outfit bumps her gloved hands with knuckles of another, then walks by another girl with her hands up"
3275,https://mtc.cdn.vine.co/r/videos/4F269542A21224063682745634816_3a1ec81db91.4.1.11452341779283975329.mp4,Women on a soccer field giving a player a fist bump and ignores another player holding her fists up.
3275,https://mtc.cdn.vine.co/r/videos/4F269542A21224063682745634816_3a1ec81db91.4.1.11452341779283975329.mp4,A female goalie dressed in a black shirt with red stripes on the sleeve and with goalie gloves on does a fist bump with does a fist a team mate while another team made wearing a red jersey with the number 15 is waiting to fist bump with the goalie but the goalie turns away without fist bumping her.
3275,https://mtc.cdn.vine.co/r/videos/4F269542A21224063682745634816_3a1ec81db91.4.1.11452341779283975329.mp4,Two women athletes bump fists but a third woman is left with fists raised.
3275,https://mtc.cdn.vine.co/r/videos/4F269542A21224063682745634816_3a1ec81db91.4.1.11452341779283975329.mp4,"At a soccer field, a woman player is greeting others with a fist tap, when she shuns one player to surprised expressions."
3284,https://v.cdn.vine.co/r/videos/37AE064E-F03A-42A2-B070-7E33D822D72E-158-00000008B0ECF1F6_1.1.mp4,"At a pool, a young boy runs to the edge, stops then slides down into the water"
3284,https://v.cdn.vine.co/r/videos/37AE064E-F03A-42A2-B070-7E33D822D72E-158-00000008B0ECF1F6_1.1.mp4,"Outside at a pool, a little african american boy runs towards it as though he is going to jump in but when he gets to the edge, he stops and eases in."
3284,https://v.cdn.vine.co/r/videos/37AE064E-F03A-42A2-B070-7E33D822D72E-158-00000008B0ECF1F6_1.1.mp4,A young black boy wearing long legged swimming trunks stands at the edge of a swimming pool while someone in the background is talking to him about diving into the pool and the boy backs up and runs to dive into the pool stops at the edge of the pool and gets into the pool feet first.
